"","ISO","Language.Name","Altitude","Area","Bordering.languages","Bordering.languages.km","Extended","L1.pop","Polysynthetic","Roughness","Small.family","Vehicularity"
"5985","wof","Gambian Wolof",36.49134159,1748.392329,4,0.008271586,0,185000,0,3.046697557,0,1
"5986","wog","Wogamusin",1635.051239,265.4330161,4,0.053676632,0,700,0,6.233786583,0,0
"5987","woi","Kamang",777.1521912,454.4918084,4,0.046332567,0,6000,0,6.346073627,0,0
"5988","wok","Longto",683.534373,634.2135603,3,0.030953946,0,2400,0,5.528967063,0,0
"5989","wol","Wolof",34.85364485,44288.72037,11,0.002847512,0,3942000,0,3.060215712,0,0
"5990","wom","Wom (Nigeria)",605.0307465,62.21620599,1,0.03344565,0,5000,0,5.466062069,0,0
"5991","won","Wongo",262.2174988,2312.023771,3,0.01437836,0,12700,0,4.549885273,0,0
"5992","woo","Manombai",119.6215363,243.4285563,0,0,0,9110,0,3.308992863,0,0
"5993","wor","Woria",833.0767212,309.8216872,4,0.043345577,0,5,0,6.126469135,0,0
"5994","wos","Hanga Hundi",608.9898071,740.9531398,4,0.038966336,0,7200,0,5.62084341,0,0
"5995","wow","Wawonii",117.3206635,809.368454,0,0,0,30000,0,5.589876652,0,0
"5996","wpc","Maco",928.5705795,6249.360033,0,0,0,2500,0,5.196694255,0,0
"5997","wra","Bauni",512.5372391,260.6630023,8,0.102817096,0,300,0,4.709376335,0,0
"5998","wrb","Warluwara",170.6287003,29693.36007,4,0.005556635,0,0,0,4.036819816,0,0
"5999","wrg","Warrongo",398.3142357,8618.826344,3,0.007910683,0,0,0,5.009575248,0,0
"6000","wrh","Wiradhuri",226.8887882,94134.84034,1,0.000602,0,100,0,3.803593993,0,0
"6001","wri","Wariyangga",189.2226906,40504.06129,2,0.002217815,0,0,0,4.449293494,0,0
"6002","wrl","Warlmanpa",122.8730469,2328.610219,0,0,0,47,0,3.894356251,0,0
"6003","wrm","Warumungu",159.9344482,36205.00183,5,0.006107325,0,310,0,4.135321856,0,0
"6004","wrn","Warnang",336.9057007,112.6980753,1,0.025541259,0,1100,0,4.371409416,0,0
"6005","wrp","Waropen",833.0767212,1198.653871,12,0.027976524,0,6000,0,6.126469135,0,0
"6006","wrr","Wardaman",190.073864,20994.36553,5,0.007797605,0,84,0,4.079694271,0,0
"6007","wrs","Waris",589.8666229,1026.176027,8,0.050746487,0,4000,0,6.021802902,0,0
"6008","wru","Waru",456.7139206,39.24978132,2,0.078831847,0,350,0,5.928067207,0,0
"6009","wrv","Waruna",320.3540726,266.7586591,2,0.027780819,0,600,0,3.526711643,0,0
"6010","wrw","Roth's Gugu Warra",104.0108204,6182.253313,3,0.009409152,0,0,0,4.132860184,0,0
"6011","wrx","Kolor",307.4435997,310.925155,5,0.049459972,0,3000,0,5.198795259,0,0
"6012","wry","Merwari",286.7801819,28933.6014,6,0.008146691,0,3900000,0,4.593674183,0,0
"6013","wrz","Warray",191.4048309,3984.081249,4,0.016082043,1,0,1,4.27729702,0,0
"6014","wsa","Warembori",573.8927612,1402.317691,3,0.009852143,0,600,0,5.544532776,0,0
"6015","wsi","Kula (Vanuatu)",175.2849884,266.1854121,5,0.073586028,0,300,0,5.868500948,0,0
"6016","wsk","Waskia",1746.354324,194.8123893,2,0.030344044,0,20000,0,6.392463326,0,0
"6017","wsr","Oweina",1916.283508,75.37672915,3,0.071344109,0,350,0,6.958115339,0,0
"6018","wss","Wasa",221.3975677,10672.09118,6,0.012521686,0,309000,0,4.461201668,0,0
"6019","wsv","Wotapuri-Katarqalai",3754.145508,3341.648208,1,0.003705979,0,60,0,7.082107067,0,0
"6020","wtf","Dumpu",2141.664124,148.3535568,2,0.028469614,0,510,0,7.110357523,0,0
"6021","wti","Berta",940.949646,13142.45379,8,0.013438216,0,209000,0,5.800043106,1,0
"6022","wtk","Watakataui",1519.695343,77.94944994,3,0.078661024,0,350,0,6.334013462,0,0
"6023","wtm","Mewati",235.8502693,17291.86956,4,0.007431654,0,645000,0,3.992348135,0,0
"6024","wtw","Wotu",1261.949554,226.1084341,2,0.031311255,0,500,0,6.6565274,0,0
"6025","wua","Wikngenchera",54.80780602,97.7003107,2,0.030417934,0,50,0,3.67824614,0,0
"6026","wub","Wunambal",298.2838898,17491.59062,6,0.002443842,0,30,0,5.057552338,0,0
"6027","wud","Wudu",461.5729065,0.479974614,0,0,0,2000,0,5.104887962,0,0
"6028","wul","Silimo",1706.473389,1911.6606,6,0.032605266,0,5000,0,5.890394211,0,0
"6029","wum","Wumbvu",436.5675456,2049.084667,2,0.00814699,0,18300,0,5.251939933,0,0
"6030","wun","Bungu",891.4380086,6325.052621,5,0.010713309,0,36000,0,5.950287819,0,0
"6031","wur","Wurrugu",57.01037979,362.9633199,4,0.033669625,0,0,0,3.408040762,1,0
"6032","wut","Wutung",589.8666229,75.19872449,1,0.019566884,0,900,0,6.021802902,0,0
"6033","wuv","Wuvulu-Aua",261.4259033,19.66084374,0,0,0,1000,0,1.173056126,0,0
"6034","wux","Wulna",120.5952034,2429.444304,7,0.029104042,0,1,0,3.926427603,1,0
"6035","wuy","Wauyai",405.6107178,0.679506628,0,0,0,300,0,5.823155165,0,0
"6036","wwa","Waama",251.6648407,3815.80475,6,0.018554173,0,50000,0,4.385844946,0,0
"6037","wwo","Dorig",128.9803343,15.42251055,2,0.10232741,0,200,0,5.064426124,0,0
"6038","wwr","Warrwa",244.5299683,11615.18253,4,0.00660087,0,0,0,4.768262148,0,0
"6039","www","Wawa",1229.177124,667.8570952,1,0.008106287,0,3000,0,6.162100792,0,0
"6040","wxa","Waxianghua",416.6135559,2706.021801,4,0.016530258,0,300000,0,5.758774757,0,0
"6041","wya","Huron-Wyandot",589.7045898,89602.31765,3,0.002188625,1,24,1,5.401110411,0,0
"6042","wyb","Ngiyambaa",119.2625885,28350.1726,1,0.001393404,0,12,0,3.596040726,0,0
"6043","wym","Wymysorys",426.7323112,14128.50453,1,0.002040829,0,70,0,4.712732911,0,0
"6044","wyr","Wayoró",328.616684,1522.610818,2,0.008458687,0,8,0,4.661884785,0,0
"6045","wyy","Western Fijian",285.3016434,5827.087004,2,0.002788451,0,57000,0,5.573950768,0,0
"6046","xab","Sambe",684.9346924,0.237416385,0,0,0,6,0,5.532274246,0,0
"6047","xac","Kachari",1435.66629,343.2677523,3,0.043003381,0,59000,0,6.316109061,0,0
"6048","xal","Oirad-Kalmyk",1674.041992,531208.1031,9,0.000758,0,360500,0,6.403680325,0,1
"6049","xam","/Xam",979.0338135,107069.4533,3,0.002202048,0,0,0,6.126178741,0,0
"6050","xan","Xamtanga",2004.53186,1964.23283,1,0.005128901,0,213000,0,6.699527264,0,0
"6051","xar","Karami",982.692627,2182.996436,0,0,0,0,0,4.942091465,1,0
"6052","xas","Kamas-Koibal",1679.952454,33462.96509,0,0,0,0,0,6.259315729,0,0
"6053","xat","Katawixi",40.19080734,457.3109996,1,0.012600049,0,10,0,2.87420857,1,0
"6054","xau","Kauwera",577.4098816,628.8035125,5,0.043218856,0,400,0,5.764941692,0,0
"6055","xav","Xavánte",217.4507408,46985.14629,1,0.001080919,0,9600,0,4.158711195,0,0
"6056","xaw","Kawaiisu",1709.492584,263.5814074,1,0.013896308,0,5,0,6.678818226,0,0
"6057","xay","Kayan Mahakam",758.4635315,1818.963162,5,0.018730168,0,1300,0,5.919966221,0,0
"6058","xbi","Kombio",608.9898071,151.5842154,5,0.101108225,0,2970,0,5.62084341,0,0
"6059","xbr","Kambera",346.9176426,7481.775792,3,0.006510417,0,240000,0,5.490443587,0,0
"6060","xdy","Malayic Dayak",222.3773346,35299.58491,15,0.008747163,0,520000,0,4.330619812,0,0
"6061","xed","Hdi",430.8778992,161.974667,4,0.081815951,0,29000,0,4.921094418,0,0
"6062","xeg","//Xegwi",211.4913839,116270.566,3,0.002098053,0,0,0,4.338219802,0,0
"6063","xel","Kelo",603.1664581,249.0840513,2,0.029433887,0,200,0,4.982703209,0,0
"6064","xem","Mateq",330.5325775,3280.36281,7,0.02125092,0,11000,0,4.820478439,0,0
"6065","xer","Xerénte",151.7182693,3844.846768,1,0.00443072,0,1810,0,4.311531544,0,0
"6066","xes","Kesawai",2141.664124,193.4468907,4,0.068639816,0,770,0,7.110357523,0,0
"6067","xeu","Keoru-Ahia",1690.902893,1653.820762,5,0.020201017,0,5970,0,6.805873156,0,0
"6068","xhe","Khetrani",1248.270508,4795.365449,3,0.011055327,0,4000,0,5.380951166,0,0
"6069","xho","Xhosa",1035.005722,136846.6797,4,0.001529418,0,8168000,0,5.933037758,0,1
"6070","xir","Xiriâna",314.8571472,26268.29278,0,0,1,903,1,4.932762146,0,0
"6071","xiy","Xipaya",179.632225,56460.0508,0,0,0,1,0,4.353385925,0,0
"6072","xka","Kalkoti",2698.743225,4.131645631,1,0.132049819,0,6000,0,7.037541389,0,0
"6073","xkb","Manigri-Kambolé Ede Nago",246.9960098,1976.544901,9,0.028907858,0,70000,0,4.595091581,0,0
"6074","xkc","Kho'ini",1436.048136,15210.6029,4,0.008100017,0,0,0,6.454065641,0,0
"6075","xkd","Mendalam Kayan",627.9611664,1268.704162,4,0.024341393,0,1500,0,5.675364971,0,0
"6076","xke","Kereho",667.5248617,5468.731987,5,0.013774062,0,500,0,5.808999221,0,0
"6077","xkf","Khengkha",2595.684082,3287.774999,8,0.029700455,0,50000,0,6.736559391,0,0
"6078","xkg","Kagoro",260.2578049,3385.270857,7,0.00965057,0,15000,0,4.609569788,0,0
"6079","xkj","Kajali",1610.985352,18855.95811,0,0,0,0,0,6.374935985,0,0
"6080","xkk","Kaco'",862.6184998,203.34054,3,0.043438368,0,3370,0,5.62995863,0,0
"6081","xkl","Usun Apau Kenyah",778.8150431,33730.14439,33,0.011075296,0,52000,0,6.153423627,0,0
"6082","xkn","Kayan River Kayan",529.5978394,9024.368165,4,0.006758015,0,2000,0,6.153149128,0,0
"6083","xkp","Kabatei",2267.788818,109.7134649,1,0.024239449,0,0,0,6.853163242,0,0
"6084","xkq","Koroni",686.7108879,30.24832399,1,0.049502654,0,500,0,6.219071746,0,0
"6085","xkr","Xakriabá",346.3910522,268575.8373,4,0.002014342,0,4643,0,5.116445541,0,0
"6086","xks","Kumbewaha",164.5274963,22.79781548,1,0.045608156,0,3400,0,5.261827946,0,0
"6087","xkt","Kantosi",187.97229,30.56728695,1,0.034067406,0,2300,0,4.234268188,0,0
"6088","xku","Kaamba",436.1730042,1947.692003,5,0.02561467,0,3020,0,5.169130802,0,0
"6089","xkv","Kgalagadi",178.5701904,221916.7085,13,0.004737653,0,40000,0,4.046651204,0,0
"6090","xkw","Kembra",1651.89798,82.6466046,4,0.122987988,0,20,0,6.48093915,0,0
"6091","xkx","Karore",588.6494242,519.3331609,2,0.01733501,0,550,0,6.193855286,0,0
"6092","xky","Uma' Lasan",888.9648438,1771.686875,4,0.010970491,0,2750,0,6.092377186,0,0
"6093","xkz","Kurtokha",2595.684082,1201.963158,4,0.022529487,0,15000,0,6.736559391,0,0
"6094","xla","Kamula",602.1079865,6453.08759,7,0.017241325,0,800,0,4.109507084,0,0
"6095","xmb","Mbonga",319.2514038,99.21955274,1,0.02708698,0,1490,0,4.543682575,0,0
"6096","xmc","Makhuwa-Marrevone",408.3761292,9307.327348,5,0.011688924,0,463000,0,4.727721214,0,0
"6097","xmd","Mbedam",348.2653224,88.08393719,4,0.107554787,0,6000,0,4.445327838,0,0
"6098","xmf","Mingrelian",2058.732849,8176.660857,3,0.005270827,0,500000,0,6.638785362,0,0
"6099","xmg","Mengaka",1160.120392,372.7022008,9,0.070589699,0,20000,0,5.858618736,0,0
"6100","xmh","Kuku-Muminh",54.80780602,84.69799712,2,0.050644492,0,31,0,3.67824614,0,0
"6101","xmj","Majera",108.8862381,599.569696,4,0.028545696,0,500,0,3.058891535,0,0
"6102","xmp","Kuku-Mu'inh",54.80780602,639.4106535,2,0.01618167,0,0,0,3.67824614,0,0
"6103","xmt","Matbat",308.5670166,2070.564381,0,0,0,1250,0,4.70055151,0,0
"6104","xmu","Kamu",215.6945076,4255.88953,1,0.003974564,1,0,0,4.435389638,1,0
"6105","xmv","Antankarana Malagasy",537.8883667,25561.53043,3,0.00207668,0,330000,0,6.133768082,0,0
"6106","xmw","Tsimihety Malagasy",772.3167826,41892.99609,4,0.004076254,0,1615000,0,6.041693687,0,0
"6107","xmx","Maden",284.275116,549.5581928,1,0.008812884,0,600,0,4.975773096,0,0
"6108","xmy","Mayaguduna",171.6573868,23590.46093,6,0.00980726,0,0,0,3.87718451,0,0
"6109","xmz","Mori Bawah",1211.474731,2464.564699,6,0.014812742,0,14000,0,6.752388,0,0
"6110","xnb","Kanakanavu",1091.506744,0.166974198,0,0,1,4,0,6.808021188,0,0
"6111","xnn","Northern Kankanay",658.1363068,587.6616996,8,0.063512736,0,70000,0,6.420113921,0,0
"6112","xnr","Kangri",2756.664307,7504.574803,7,0.016876586,0,1700000,0,5.860176086,0,0
"6113","xns","Kanashi",3362.310303,1216.166206,5,0.036031998,0,1400,0,7.012257814,0,0
"6114","xod","Kokoda",748.3078003,662.9900637,4,0.036067253,0,3700,0,5.628991604,0,0
"6115","xog","Soga",329.7363052,9972.303152,10,0.011369214,0,2060000,0,3.898525834,0,0
"6116","xoi","Kominimung",1692.247772,60.42971191,5,0.165297135,0,320,0,6.021868944,0,0
"6117","xok","Xokleng",872.824585,1116.389455,1,0.007898296,0,760,0,5.732634544,0,0
"6118","xom","Komo (Sudan)",792.7073898,3639.892954,7,0.014915131,0,18530,0,4.860011339,0,0
"6119","xon","Konkomba",238.33815,9443.361256,8,0.009482243,0,550100,0,4.479211211,0,0
"6120","xoo","Xukurú",519.0760498,71480.53021,5,0.003805688,0,6363,0,5.309246063,1,0
"6121","xop","Kopar",897.2494507,228.052055,2,0.014596255,1,540,1,5.110510349,0,0
"6122","xor","Korubo",68.30862045,457.7725736,1,0.011929259,0,26,0,3.534873962,0,0
"6123","xow","Kowaki",1746.354324,27.43597203,3,0.149714879,0,25,0,6.392463326,0,0
"6124","xpe","Liberia Kpelle",488.4911499,18952.38219,11,0.012855541,0,760000,0,4.835253239,0,0
"6125","xpk","Kulina Pano",70.41717529,1586.534782,1,0.006880719,0,32,0,3.49104619,0,0
"6126","xrb","Eastern Karaboro",183.5507813,1908.562056,6,0.03369769,0,35000,0,4.371095181,0,0
"6127","xru","Marriammu",186.7686768,1161.691806,2,0.012282681,1,5,1,4.604051272,0,0
"6128","xrw","Karawa",798.9605103,3.09283665,0,0,0,63,0,5.861983538,0,0
"6129","xsb","Tinà Sambal",298.5857239,1498.598577,4,0.015797563,0,70000,0,6.189279079,0,0
"6130","xse","Sempan",1322.298523,4196.470027,4,0.005319747,0,1000,0,6.052072763,0,0
"6131","xsh","Shamang",684.9346924,2.59011598,1,0.161118406,0,0,0,5.532274246,0,0
"6132","xsi","Sio",1394.412415,105.5434599,4,0.065537397,0,3500,0,6.872071266,0,0
"6133","xsl","South Slavey",356.3068314,1620.812866,2,0.00274604,1,530,1,5.061025977,0,0
"6134","xsm","Kasem",146.0436668,5800.668016,8,0.014800055,0,250000,0,4.053298473,0,0
"6135","xsn","Sanga (Nigeria)",679.3311615,132.1501227,4,0.085116532,0,20100,0,5.087510467,0,0
"6136","xsp","Silopi",1726.859233,25.81502846,5,0.188018935,0,180,0,6.443741798,0,0
"6137","xsq","Makhuwa-Saka",333.6403046,7054.84144,2,0.005218053,0,212000,0,4.945397139,0,0
"6138","xsr","Solu-Khumbu Sherpa",2290.923584,3452.352106,11,0.01728809,0,164100,0,5.830791116,0,0
"6139","xsu","Sanumá",896.4226074,16610.72384,3,0.005639167,1,5070,0,6.020016074,0,0
"6140","xsy","Saisiyat",1115.238464,101.4961263,2,0.044254863,0,4750,0,6.764695644,0,0
"6141","xta","Alcozauca Mixtec",1937.062744,367.4410854,5,0.064566571,0,10000,0,6.740927696,0,0
"6142","xtb","Chazumba Mixtec",1619.690674,325.1235742,2,0.025787584,0,3790,0,6.637590408,0,0
"6143","xtc","Katcha-Kadugli-Miri",306.5653992,1318.148,7,0.03854235,0,75000,0,4.566905975,0,0
"6144","xtd","Diuxi-Tilantongo Mixtec",1929.708313,120.1296811,3,0.063577913,0,3410,0,6.722405553,0,0
"6145","xte","Ketengban",1920.527695,4533.234696,8,0.026635972,0,9970,0,5.931137681,0,0
"6146","xti","Sinicahua Mixtec",1929.708313,80.84467182,3,0.087056898,0,1110,0,6.722405553,0,0
"6147","xtj","San Juan Teita Mixtec",1929.708313,114.5336178,3,0.072793838,0,330,0,6.722405553,0,0
"6148","xtl","Tijaltepec Mixtec",1929.708313,160.4765881,5,0.086402751,0,3250,0,6.722405553,0,0
"6149","xtm","Magdalena Peñasco Mixtec",1929.708313,224.4937628,5,0.070420524,0,7350,0,6.722405553,0,0
"6150","xtn","Northern Tlaxiaco Mixtec",1937.062744,367.2916567,4,0.051773118,0,12300,0,6.740927696,0,0
"6151","xtp","San Miguel Piedras Mixtec",1929.708313,19.4544851,3,0.171940865,0,460,0,6.722405553,0,0
"6152","xts","Sindihui Mixtec",1929.708313,47.64401838,2,0.078293496,0,34,0,6.722405553,0,0
"6153","xtt","Tacahua-Yolotepec Mixtec",1947.480916,54.84587527,3,0.104133786,0,390,0,6.786292871,0,0
"6154","xtu","Cuyamecalco Mixtec",1748.040588,53.10251682,3,0.107142879,0,1880,0,6.584167004,0,0
"6155","xtw","Tawandê",398.9295044,136.8283589,1,0.023762391,1,0,1,5.008751869,0,0
"6156","xty","Yoloxochitl Mixtec",1793.602051,120.5951776,2,0.048647558,0,10600,0,6.879733324,0,0
"6157","xua","Alu Kurumba",792.9188232,219.2709978,2,0.036168265,0,2500,0,5.967473507,0,0
"6158","xub","Betta Kurumba",792.9188232,425.0920326,5,0.057236172,0,32000,0,5.967473507,0,0
"6159","xug","Kunigami",67.99426079,822.4288842,1,0.003058011,0,5000,0,4.407504082,0,0
"6160","xuj","Jennu Kurumba",792.9188232,379.2183429,3,0.040273024,0,35000,0,5.967473507,0,0
"6161","xuo","Kuo",534.5875778,1345.335912,6,0.028312855,0,20250,0,5.015128374,0,0
"6162","xut","Kuthant",113.9680786,1979.6162,3,0.014454063,0,0,0,3.636664927,0,0
"6163","xuu","Kxoe",363.8392639,92676.98774,18,0.006147783,0,6790,0,4.800489426,0,0
"6164","xvi","Kamviri",3118.088379,14.63725336,3,0.137492747,0,20000,0,7.133195162,0,0
"6165","xwa","Kwaza",328.616684,570.6754039,1,0.01113787,1,7,1,4.661884785,1,0
"6166","xwe","Xwela Gbe",204.5183252,464.8275464,6,0.070005594,0,65000,0,4.716890335,0,0
"6167","xwg","Kwegu",1192.08197,93.0786981,3,0.063414869,0,1640,0,6.184929371,0,0
"6168","xwl","Western Xwla Gbe",204.5183252,403.2348719,8,0.042312746,0,71000,0,4.716890335,0,0
"6169","xwr","Kwerba Mamberamo",1422.156906,1383.271197,7,0.037441795,0,300,0,6.39846909,0,0
"6170","xxk","Kéo",574.1831055,200.9238684,2,0.028483711,0,40000,0,6.362447262,0,0
"6171","yaa","Yaminahua",238.2434387,23998.80015,8,0.004725688,0,1570,0,3.950047135,0,0
"6172","yab","Yuhup",75.88871765,2871.988364,6,0.014668732,1,400,0,3.476816893,0,0
"6173","yac","Pass Valley Yali",2314.864746,2648.286493,9,0.031644427,0,5000,0,6.858754635,0,0
"6174","yad","Yagua",55.92948532,19048.43392,5,0.0079898,0,5690,0,3.377332211,1,0
"6175","yae","Pumé",185.4695587,34261.49556,4,0.003910508,0,7900,0,3.228802681,1,0
"6176","yaf","Yaka-Pelende-Lonzo",395.6172333,42045.24434,11,0.008000183,0,900000,0,5.166785717,0,0
"6177","yag","Yámana",354.1165441,44382.56555,3,0.000426,0,1,0,5.609635671,1,0
"6178","yah","Yazgulyam",2610.538452,480.5809484,2,0.020956957,0,9000,0,7.08281064,0,0
"6179","yai","Yagnobi",3109.350342,214.9712421,1,0.016436017,0,12000,0,7.101435661,0,0
"6180","yaj","Banda-Yangere",215.5530345,6338.879898,5,0.014540218,0,26500,0,4.60851415,0,0
"6181","yak","Northwest Sahaptin",1053.687927,5088.960443,1,0.002691682,1,25,1,6.280107021,0,0
"6182","yal","Yalunka",331.518959,12230.35912,7,0.007281412,0,104500,0,4.960406899,0,0
"6183","yam","Yamba",1108.035416,802.0679812,8,0.066240498,0,80000,0,5.829763412,0,0
"6184","yao","Yao",659.2975769,107617.2941,12,0.004298468,0,3116000,0,5.59995079,0,0
"6185","yap","Yapese",0,96.73499439,1,0.011063537,0,6590,0,1.23994565,0,1
"6186","yaq","Yaqui",1210.456573,11998.16183,3,0.004500428,1,12230,0,6.019402742,0,0
"6187","yar","Yabarana",1109.731079,1182.422315,0,0,0,20,0,5.748275518,0,0
"6188","yas","Nugunu (Cameroon)",786.6901398,226.1866459,5,0.083925764,0,35000,0,5.513936996,0,0
"6189","yat","Yambeta",786.6901398,415.0401844,6,0.06504647,0,3700,0,5.513936996,0,0
"6190","yau","Hoti",1088.217896,8958.76798,3,0.006587115,0,640,0,6.389272213,1,0
"6191","yav","Yangben",786.6901398,141.7432116,7,0.133738508,0,2300,0,5.513936996,0,0
"6192","yaw","Yawalapití",123.9270954,2927.875944,6,0.018950853,1,15,1,3.853194118,0,0
"6193","yay","Agwagwune",370.4517517,217.0814002,5,0.073264052,0,20000,0,4.67139864,0,0
"6194","yaz","Lokaa",370.4517517,392.6905245,7,0.07938132,0,120000,0,4.67139864,0,0
"6195","yba","Yala",526.8097941,1197.385949,14,0.049595967,0,200000,0,4.974164168,0,0
"6196","ybb","Yemba",1330.718506,833.6826911,6,0.044693425,0,300000,0,6.410482407,0,0
"6197","ybe","West Yugur",2575.279785,4683.518668,2,0.004998976,0,4600,0,6.406382084,0,0
"6198","ybh","Yakkha",2185.364502,506.7136023,10,0.064964931,1,20410,1,6.084828138,0,0
"6199","ybi","Yamphu",2185.364502,199.1663082,5,0.074688407,1,9210,1,6.084828138,0,0
"6200","ybj","Hasha",877.9816895,94.69143083,8,0.201363481,0,3000,0,5.435926914,0,0
"6201","ybk","Bokha",822.9082642,1624.356358,6,0.03671288,0,10000,0,6.331966639,0,0
"6202","ybl","Yukuben",882.7237549,766.6372395,9,0.059169907,0,15950,0,5.439715385,0,1
"6203","ybm","Yaben",1726.859233,156.6603884,5,0.080958278,0,700,0,6.443741798,0,0
"6204","ybn","Yabaâna",531.9434509,37675.15699,0,0,1,90,1,3.977210641,0,0
"6205","ybo","Yabong",1796.082153,57.96646431,4,0.108722624,0,1500,0,7.287487507,0,0
"6206","ybx","Yawiyo",1635.051239,304.7174573,2,0.025614281,0,66,0,6.233786583,0,0
"6207","yby","Yaweyuha",1963.67867,57.02618577,4,0.124117441,0,2000,0,6.884284019,0,0
"6208","ych","Chesu",852.3858032,2470.598861,7,0.03413653,0,3300,0,6.32908392,0,0
"6209","ycl","Lolopo",1112.22227,15184.11946,4,0.006840964,0,380000,0,6.512419542,0,0
"6210","ycn","Yucuna",68.42059898,1368.932742,4,0.015239526,0,1800,0,3.543537378,0,0
"6211","ycp","Chepya",711.7995605,900.1333118,1,0.007612094,0,2000,0,6.05496645,0,0
"6212","yde","Yangum Dey",798.9605103,28.47500212,6,0.286175251,0,180,0,5.861983538,0,0
"6213","ydg","Yidgha",2698.743225,59.92043779,1,0.023323797,0,6150,0,7.037541389,0,0
"6214","ydk","Yoidik",1746.354324,22.1421199,4,0.175250099,0,770,0,6.392463326,0,0
"6215","yea","Ravula",699.5824585,813.8322849,2,0.012307243,0,26900,0,6.154020905,0,0
"6216","yee","Yimas",1605.971558,97.09125782,4,0.101117352,1,300,1,6.177941203,0,0
"6217","yei","Yeni",1109.349701,329.1504778,2,0.025263387,0,0,0,5.734427929,0,0
"6218","yel","Yela-Kela",111.9277802,15736.271,5,0.007676982,0,33000,0,3.830249548,0,0
"6219","yer","Tarok",1071.028687,4761.058515,14,0.034218514,0,300000,0,5.339579582,0,0
"6220","yes","Yeskwa",684.9346924,778.8288585,6,0.048196063,0,70000,0,5.532274246,0,0
"6221","yet","Yetfa",1651.89798,979.7987506,7,0.041065103,0,1000,0,6.48093915,1,1
"6222","yeu","Yerukula",440.5854187,9238.294162,1,0.001584116,0,69500,0,5.336361408,0,0
"6223","yev","Yeri",798.9605103,17.34650713,5,0.285427554,0,60,0,5.861983538,0,0
"6224","yey","Yeyi",109.4469223,80942.09959,16,0.011880469,0,55000,0,3.561111271,0,0
"6225","ygl","Yangum Gel",798.9605103,14.83947256,5,0.291609403,0,45,0,5.861983538,0,0
"6226","ygm","Yagomi",1796.082153,4.093884662,3,0.277722135,0,280,0,7.287487507,0,0
"6227","ygp","Gepo",962.2592163,5033.713776,6,0.020537484,0,100000,0,6.303475022,0,0
"6228","ygr","Yagaria",1916.283508,510.0894055,8,0.084340736,0,21100,0,6.958115339,0,0
"6229","ygw","Yagwoia",1690.902893,1030.238736,8,0.038818081,0,10000,0,6.805873156,0,0
"6230","yha","Baha Buyang",1033.785522,89.67944709,2,0.051749888,0,600,0,6.098367691,0,0
"6231","yhl","Hlepho Phowa",822.9082642,2005.607155,7,0.038876561,0,36000,0,6.331966639,0,0
"6232","yia","Yinggarda",174.533062,32461.21224,2,0.002307725,0,5,0,4.409984946,0,0
"6233","yif","Ache",1031.642914,6564.385237,6,0.018715712,0,35000,0,6.439374447,0,0
"6234","yig","Wusa Nasu",1040.320699,10513.8963,6,0.003797709,0,500000,0,6.377994696,0,0
"6235","yih","Western Yiddish",241.7996521,20665.21002,1,0.000948,0,5000,0,4.365761757,0,0
"6236","yii","Yidiñ",566.4544144,641.0483876,2,0.015000745,0,150,0,5.779281735,0,0
"6237","yij","Yindjibarndi",263.0244961,34286.26365,4,0.004297848,0,310,0,5.022617698,0,0
"6238","yik","Dongshanba Lalo",1394.211899,4514.135973,4,0.014181433,0,30000,0,6.678578973,0,0
"6239","yil","Yindjilandji",140.3062439,45986.29839,4,0.004526374,0,0,0,3.845170021,0,0
"6240","yim","Yimchungru Naga",1489.161133,959.263708,4,0.022475729,0,92100,0,6.548625231,0,0
"6241","yin","Yinchia",709.3181763,6955.568924,1,0.002930993,0,12000,0,6.125241756,0,0
"6242","yip","Pholo",880.9301453,2044.194045,4,0.021657827,0,30000,0,6.089141846,0,0
"6243","yiq","Miqie",962.2592163,1246.072681,4,0.020681464,0,30000,0,6.303475022,0,0
"6244","yir","North Awyu",2189.15741,1088.341354,5,0.032754801,0,1500,0,5.381336212,0,0
"6245","yis","Yis",798.9605103,194.8492981,4,0.065149383,0,320,0,5.861983538,0,0
"6246","yit","Eastern Lalu",813.2087402,3161.822309,1,0.004488608,0,38000,0,6.295445283,0,0
"6247","yiu","Southern Awu (Lope)",728.0747681,1586.728224,3,0.017459574,0,20000,0,6.079916,0,0
"6248","yiv","Northern Nisu",852.3858032,754.4253393,3,0.021522849,0,160000,0,6.32908392,0,0
"6249","yix","Axi Yi",728.0747681,14978.45325,5,0.00645446,0,100000,0,6.079916,0,0
"6250","yiz","Azhe",728.0747681,1266.623096,3,0.016009054,0,54000,0,6.079916,0,0
"6251","yka","Yakan",271.4069357,1043.833204,1,0.005155844,0,106000,0,5.555181344,0,0
"6252","ykg","Northern Yukaghir",538.6414948,8321.14765,3,0.004569868,0,370,0,4.75717926,1,0
"6253","yki","Yoke",573.8927612,542.3419167,4,0.036511163,0,200,0,5.544532776,0,0
"6254","ykk","Yakaikeke",724.4180908,2.340803706,1,0.143435246,0,100,0,6.134134293,0,0
"6255","ykl","Khlula",982.96875,1193.059848,3,0.021504979,0,21000,0,6.227783203,0,0
"6256","ykm","Kap",619.7823079,73.10967817,3,0.057605799,0,3460,0,4.299007734,0,0
